042805801,"Apakah yang dimaksudkan dengan ""ummatan wasaṭan"" dalam Surah Al-Jumu'ah?", Umat yang sederhana dan adil, Umat yang kaya dan berpengaruh, Umat yang bijak dalam berdagang, Umat yang gigih dalam beribadah
052805801,Apakah perumpamaan orang-orang yang dipikulkan dengan Taurat tetapi tidak mengamalkannya?, Seperti keldai yang membawa kitab-kitab yang tebal, Seperti burung hantu yang buta, Seperti kura-kura yang lambat, Seperti singa yang gagah
062805801,Mengapa Allah mencabar orang Yahudi untuk meminta mati segera?, Kerana mereka percaya bahawa mereka adalah kekasih Allah, Kerana mereka dikatakan sebagai orang yang lemah, Kerana mereka tidak beriman kepada Allah, Kerana mereka ingin menghindari hukuman dunia
072805801,Apa yang diberitahu Allah dalam Surah Al-Jumu'ah mengenai kematian?, Kematian akan menemui manusia tak kira apa yang mereka lakukan, Kematian adalah sesuatu yang perlu ditakuti, Kematian hanya akan menimpa orang-orang yang zalim, Kematian adalah hukuman bagi orang-orang yang berdosa
082805801,Apa yang Allah janjikan kepada orang-orang yang beriman dan beramal soleh?, Ampunan dan pahala yang besar, Kekayaan dan kemewahan, Kebahagiaan duniawi tanpa masalah, Kepuasan diri dalam harta benda
092805801,Apakah yang dituntut daripada orang-orang beriman?, Supaya meninggalkan segala aktiviti dunia dan bersedialah untuk menunaikan solat Jumaat, Supaya memohon perlindungan daripada musuh, Supaya meninggalkan solat Jumaat dan beribadah secara individu, Supaya meninggalkan perniagaan dan kerja pada hari Jumaat
102805801,Siapakah golongan yang dikecualikan untuk menunaikan solat Jumaat berjama'ah berdasarkan hukum Islam?," Hamba sahaya, wanita, anak-anak, dan orang yang sakit", Orang tua yang mempunyai tanggungan keluarga, Orang yang tidak mampu membayar zakat, Orang yang tidak menyukai perhimpunan berjama'ah
012805801,"Apakah maksud ""munafik""?", Orang yang menyatakan keimanan tetapi hatinya tidak beriman, Orang yang tulus ikhlas dalam kepercayaannya, Orang yang beriman dengan teguh kepada Allah, Orang yang tidak memahami ajaran agama dengan baik
022805801,Apa yang Allah saksikan tentang orang-orang munafik?, Mereka adalah orang-orang yang pendusta, Mereka adalah orang-orang yang benar, Mereka adalah orang-orang yang jujur, Mereka adalah orang-orang yang beriman dengan tulus
032805801,Apakah yang menjadi tanda golongan munafik dalam ayat-ayat berikut?, Mereka tidak mengingati Allah dan terlalu sibuk dengan harta dan anak-pinak, Mereka mengaku akan mengusir orang-orang yang lemah dari Madinah, Mereka memohon kepada Allah agar ditangguhkan kematian mereka, Mereka merasa tidak akan mati hingga mencapai keinginan mereka
042805801,Apa yang Allah ingatkan tentang orang-orang munafik?, Bahawa mereka adalah musuh yang nyata, Bahawa mereka akan mendapat balasan yang baik, Bahawa mereka tidak akan menyesal atas perbuatannya, Bahawa mereka akan ditimpa bencana
052805801,Apakah akibat yang dinyatakan bagi orang-orang munafik dalam ayat-ayat tersebut?, Mereka akan dimasukkan ke dalam neraka, Mereka akan mendapat pahala yang besar, Mereka akan diberi hidayah oleh Allah, Mereka akan menjadi pemimpin umat Islam
062805801,Apakah reaksi golongan munafik apabila mereka diajak untuk bertaubat dan bergabung dengan golongan mukmin?, Menolak ajakan dengan sombong, Menerima ajakan dengan terbuka, Memohon ampun dengan tulus, Bertobat secara segera
072805801,Mengapa golongan munafik menghasut agar bantuan tidak diberikan kepada golongan Muhajirin?, Mereka merasa terancam dengan kedatangan golongan Muhajirin, Mereka merasa golongan Muhajirin terlalu bergantung pada bantuan, Mereka ingin menghancurkan solidariti umat Islam, Mereka ingin memperkuat hubungan dengan golongan Muhajirin
082805801,Apa yang akan berlaku walaupun Rasulullah memohonkan ampun bagi golongan munafik?, Allah tidak akan mengampuni merek, Allah akan mengampuni merek, Mereka akan diampuni jika mereka bertaubat., Allah akan memberi mereka petunjuk.
092805801,Apa yang disarankan oleh Allah kepada orang-orang beriman?, Untuk menyedekahkan sebahagian dari rezeki sebelum kematian tiba, Untuk mengusir golongan munafik dari Madinah, Untuk memohon kepada Allah agar ditangguhkan ajal kematian, Untuk tidak dilalaikan oleh urusan harta benda dan anak-pinak
102805801,Mengapa dianjurkan untuk bersedekah sebelum ajal mati tiba?, Agar seseorang dapat menjadi dari orang-orang yang soleh dan beramal sholeh., Agar seseorang dapat memperoleh kekayaan yang lebih besar., Agar seseorang dapat menjadi terkenal di mata manusi, Agar seseorang dapat meningkatkan kedudukan sosialny
012805801,Apa yang diajar oleh Allah kepada orang-orang yang beriman melalui Surah al-Taghabun?, Pentingnya bersabar dan bertawakal, Kebencian terhadap orang kafir, Perlunya mengejar kekayaan dan kedudukan, Perlunya memisahkan diri dari masyarakat
022805801,Mengapa Allah menguji manusia dengan kekayaan dan anak keturunan?, Untuk menguji keimanan dan kesabaran, Untuk memberi ganjaran kepada orang yang beramal soleh, Untuk menunjukkan kekuasaan-Nya, Untuk menguji kesabaran dan ketabahan
032805801,Apa yang ditekankan oleh Allah kepada orang-orang yang beriman dalam Surah al-Taghabun?, Perlunya bersyukur kepada Allah, Keutamaan memerintah kebaikan, Kewajiban membayar zakat, Pentingnya berjihad fisabilillah
042805801,Apakah reaksi orang-orang yang mendapat utusan dari Allah?, Mereka menganggap diri mereka lebih baik daripada utusan tersebut., Mereka menerima utusan tersebut dengan tangan terbuk, Mereka bersedia untuk mengikuti petunjuk dari utusan tersebut., Mereka memberikan bantahan yang munasabah kepada utusan tersebut.
052805801,Mengapa orang-orang kafir menolak kebangkitan setelah kematian?, Mereka menganggap kebangkitan setelah kematian sebagai sesuatu yang mustahil., Mereka percaya bahawa kehidupan setelah mati adalah palsu., Mereka takut akan konsekuensi amalan mereka setelah kebangkitan., Mereka percaya bahawa kehidupan mereka selepas mati akan lebih baik daripada kehidupan sebelumny
062805801,Apa yang diajarkan oleh Allah untuk dipercayai oleh manusia?," Percayai Allah, RasulNya, dan al-Quran sebagai sumber penerangan.", Hanya percaya kepada Allah., Percayai hanya kepada Rasul yang diutus kepada merek, Percayai kepada apa yang terlintas dalam fikiran merek
072805801,Siapakah yang disebut sebagai ahli neraka?, Orang-orang yang kafir, Orang-orang yang beriman, Orang-orang yang taat kepada Allah, Orang-orang yang benar
082805801,Apa yang menjadi kewajipan Rasulullah?, Menjelaskan perintah-perintah Allah dengan jelas, Memerintahkan manusia dengan keras, Memberikan hukuman kepada yang tidak taat, Melakukan perbuatan sesuka hati
092805801,Apa yang Allah nyatakan tentang harta benda dan anak-anak?, Mereka hanyalah menjadi ujian, Mereka adalah tujuan utama kehidupan, Mereka adalah harta yang harus diperjuangkan, Mereka adalah segala-galanya
102805801,Apa yang ditekankan oleh Allah sebagai kunci keberhasilan dalam kehidupan?," Taqwa, mendengarkan, taat, dan berbelanja untuk kebajikan diri", Kebakhilan dalam penggunaan harta, Menjalani kehidupan tanpa peduli pada perintah Allah, Tidak memberi pinjaman kepada orang lain
012805801,Apa yang dilarang dalam proses perceraian?, Mengeluarkan isteri dari rumah, Membuat keputusan tanpa pertimbangan, Menceraikan tanpa alasan yang jelas, Menghalang isteri daripada berhijrah
022805801,Apakah ancaman bagi sesiapa yang melanggar aturan hukum Allah dalam perceraian?, Dianggap zalim kepada diri sendiri, Mendapat azab di dunia dan akhirat, Dikecualikan dari rahmat Allah, Dihadapi dengan kemarahan Allah
032805801,Apa yang harus dilakukan oleh Nabi dan umatnya apabila hendak menceraikan isteri-isteri mereka?, Menceraikan mereka pada masa mereka dapat memulakan idahnya, Menceraikan mereka pada masa yang tidak tepat, Menceraikan mereka tanpa memperhitungkan masa idah, Menceraikan mereka secara sepihak
042805801,Berapa jumlah saksi yang diperlukan semasa merujuk atau melepaskan seseorang dari pernikahan?, Dua orang saksi yang adil, Satu orang saksi, Tiga orang saksi, Empat orang saksi
052805801,Apa yang dinyatakan tentang perintah Allah terhadap pasangan yang hampir habis tempoh idah?, Merujuk atau melepaskan mereka dengan cara yang baik, Memarahi mereka, Menyakiti mereka secara fizikal, Menyuruh mereka meninggalkan rumah
062805801,Berapakah tempoh idah bagi perempuan yang putus asa dari kedatangan haid jika terdapat syak terhadap tempoh idah mereka?, Tiga bulan, Dua bulan, Empat bulan, Lima bulan
072805801,Berapa tempoh idah bagi perempuan yang sedang mengandung?, Hingga melahirkan anak yang dikandung, Satu bulan, Dua bulan, Empat bulan
082805801,Apakah perintah Allah mengenai tempat tinggal bagi isteri yang menjalani idah?, Tempat tinggal harus sesuai dengan kemampuan suami, Mereka harus dipisahkan dari suami, Mereka harus tinggal bersama keluarga suami, Mereka harus tinggal bersama keluarga mereka sendiri
092805801,Bagaimanakah perintah Allah mengenai nafkah bagi isteri yang sedang mengandung?, Berikan nafkah sehingga melahirkan anak, Tidak perlu memberi nafkah, Berikan nafkah sekali sebulan, Berikan nafkah sebulan sebelum melahirkan
102805801,Apakah tindakan yang disyorkan jika kedua belah pihak mengalami kesulitan dalam menyusukan anak?, Perempuan lain boleh menyusukan anak itu, Mencari pembantu rumah, Membawa anak ke rumah orang lain, Meminta pertolongan ahli keluarga
012805801,Apakah sebab Allah melarang Nabi Muhammad SAW bersumpah menyekat diri dari sesuatu yang dihalalkan oleh Allah?, Kerana hak untuk mengharamkan sesuatu makanan adalah hak Allah, Kerana Nabi ingin menyenangkan hati isteri-isteriny, Kerana tidak mahu menikmati nikmat Allah., Kerana ingin menunjukkan kekuasaan.
022805801,Bagaimanakah cara untuk membebaskan diri dari sumpah menyekat diri dari sesuatu yang dihalalkan oleh Allah?, Melepaskan diri dari sumpah dengan membayar denda kaffarah, Mesti membayar zakat setiap tahun, Mesti memberi sedekah kepada fakir miskin, Menjalankan puasa sunat setiap bulan Ramadan
032805801,Apa yang terjadi ketika Hafsah menceritakan peristiwa rahsia kepada Aisyah?, Allah memberitahukan peristiwa tersebut kepada Muhamma, Muhammad menyembunyikan semua informasi yang diberitakan oleh Hafsah., Hafsah menyesali perbuatanny, Aisyah mengabaikan pembicaraan yang diberitakan oleh Hafsah.
042805801,Apa nasihat yang diberikan kepada isteri-isteri Nabi?, Untuk bertaubat kepada Allah dan tidak menyusahkan Nabi., Untuk terus membantu satu sama lain dalam menyusahkan Nabi., Untuk berhenti membantu satu sama lain dalam menyusahkan Nabi., Untuk tidak mempedulikan perasaan Nabi.
052805801,Apa yang harus dilakukan oleh orang-orang yang beriman?, Menjaga diri dan keluarga dari neraka, Memuja berhala, Menderhaka kepada Allah, Melupakan perintah Allah
062805801,Apa jenis taubat yang harus dilakukan oleh orang-orang yang beriman?, Taubat Nasuha, Taubat yang tidak ikhlas, Taubat yang dibuat tanpa niat, Taubat yang tidak disyaratkan oleh Allah
072805801,"Apakah yang menjadi bahan bakar neraka, menurut ayat 6 Surah At-Tahrim?", Manusia dan batu (berhal, Manusia dan haiwan, Manusia dan tumbuhan, Manusia dan kayu
082805801,Siapakah yang dianggap sebagai contoh buruk bagi orang-orang kafir?, Isteri Nabi Lut, Isteri Nabi Nuh, Isteri Firaun, Maryam binti Imran
092805801,Apa akibat dari perbuatan isteri Nabi Nuh dan isteri Nabi Lut?,Mereka dimasukkan ke dalam neraka bersama orang-orang yang masuk neraka,Mereka dihormati oleh masyarakat mereka,Mereka diberikan kedudukan tinggi di akhirat,Mereka diselamatkan dari azab karena kedudukan suami mereka
102805801,Apakah permintaan isteri Firaun kepada Allah?, Untuk diselamatkan dari Firaun dan kaumnya, Untuk rumah di syurga, Untuk pertolongan dari suaminya, Untuk keselamatan dari azab Allah
012805801,Apa tujuan dari penciptaan mati dan hidup?, Untuk menguji siapa yang lebih baik amalnya, Untuk memberikan kekayaan dan kekuasaan, Hanya untuk kepuasan duniawi, Untuk menunjukkan kekuatan alam
022805801,"Apakah maksud ""Al-Ghafur""?", Yang Maha Pengampun, Yang Maha Perkasa, Yang Maha Mengetahui, Yang Maha Pencipta
032805801,"Apakah maksud ""Al-Aziz""?", Yang Maha Berkuasa, Yang Maha Mendengar, Yang Maha Pengasih, Yang Maha Melihat
042805801,"Apa yang dimaksudkan dengan ""tujuh petala langit yang berlapis-lapis""?", Tujuh lapisan langit, Tujuh lapisan atmosfera bumi, Tujuh lapisan bumi, Tujuh benua di bumi
052805801,Apa fungsi bintang-bintang menurut Surah Al-Mulk?, Rejaman terhadap Syaitan, Hiasan langit, Pemandu arah, Sumber cahaya
062805801,Bagaimana keadaan neraka Jahannam seperti yang disebut di dalam Surah Al-Mulk?, Tempat yang menggelegak dengan suara meraung-raung, Tempat yang penuh dengan kegelapan, Tempat yang sejuk dan dingin, Tempat yang damai dan tenang
072805801,Apakah yang disebutkan dalam ayat sebagai jalan yang lurus dan rata?, Jalan menuju hidayah dan keredaan Allah, Jalan menuju kekayaan dan kemuliaan, Jalan menuju kesenangan dan keseronokan, Semua jawapan adalah benar
082805801,Apa yang akan terjadi jika Allah menahan rezekiNya daripada orang-orang musyrik?, Mereka akan terus dalam keadaan sombong dan angkuh, Mereka akan mencari rezeki dari sumber lain, Mereka akan menyesal dan bertaubat, Mereka akan berhenti mencari rezeki
092805801,Siapakah yang memiliki pengetahuan tentang masa kedatangan hari kiamat?, Allah, Manusia, Rasul, Para Malaikat
102805801,Apa reaksi orang-orang kafir ketika mereka melihat azab yang dijanjikan secara dekat?, Mereka menjadi muram, Mereka bersorak gembira, Mereka berdoa memohon pengampunan, Mereka berlari menjauh
012805801,"Apakah yang dimaksudkan dengan ""Nun"" pada ayat pertama Surah Al-Qalam?", Huruf muqatta'ah yang maknanya tidak dijelaskan oleh Allah dan Rasul-Nya, Tiada maksud, Nama seekor ikan besar, Nama salah satu sahabat Nabi Muhammad
022805801,Apakah makna perkataan “Qalam”?, Alat tulis seperti pena atau kalam, Sebuah kota yang terletak di Timur Tengah, Sejenis tumbuhan yang digunakan untuk membuat kertas, Nama seorang sahabat Nabi Muhammad SAW
032805801,"Mengapa Nabi Muhammad dipuji oleh Allah dalam ayat ini?“Dan bahawa sesungguhnya engkau mempunyai akhlak yang amat mulia.”", Kerana akhlaknya yang mulia, Kerana kekuatan fizikalnya, Kerana kekayaannya, Kerana kedudukannya dalam masyarakat
042805801,Apa yang dikatakan kepada orang yang menuduh Nabi Muhammad sebagai gila?, Mereka sendiri yang sebenarnya gila, Mereka adalah orang yang bijaksana, Mereka adalah orang yang benar, Mereka adalah orang yang berilmu
052805801,Apa yang dikatakan tentang orang yang suka menyebarkan fitnah?, Mereka tidak boleh dipercayai, Mereka akan mendapat keberkatan, Mereka akan mendapat pujian, Mereka akan diikuti oleh banyak orang
062805801,Apa reaksi orang yang jahat dan kejam ketika dibacakan ayat-ayat keterangan Allah menurut Surah Al-Qalam?, Mereka menganggap ayat-ayat tersebut cerita-cerita dongeng, Mereka menerima ayat-ayat tersebut dengan gembira, Mereka bertanya untuk memahami lebih lanjut tentang ayat-ayat tersebut, Mereka berterima kasih kepada Allah atas ayat-ayat tersebut
072805801,Apa yang menjadi tanda bagi orang yang sombong tersebut?, Allah akan menempatkan tanda di atas hidung mereka., Mereka akan memiliki harta yang melimpah dan banyak keturunan., Mereka akan mendapatkan kekuasaan dunia yang besar., Mereka akan memperoleh kebahagiaan abadi di akhirat.
082805801,Apakah kisah yang disebut dalam ayat 17-32 untuk dijadikan pengajaran jangan berlaku ingkar di dunia ini?, Kisah tuan-tuan kebun yang sombong, Kisah Nabi Nuh dan kaumnya, Kisah Nabi Musa dan Firaun, Kisah pembangunan Baitullah oleh Nabi Ibrahim
092805801,Apakah peristiwa yang menimpa tuan-tuan kebun pada malam hari dalam kisah yang disebutkan?, Kebun mereka diliputi oleh bala bencana dari Allah, Tanaman kebun mereka dimakan oleh binatang liar, Tanaman kebun mereka diserang oleh penyakit tanaman, Tanaman kebun mereka mati kerana kekeringan
102805801,Mengapakah Allah menurunkan bencana kepada kebun milik tuan-tuan kebun tersebut?," Kerana mereka tidak menyertakan ""In Shaa Allah"" dalam perancangan mereka untuk memetik buah pada pagi hari", Kerana mereka tidak memberi sebahagian dari hasil kebun kepada fakir miskin," Kerana mereka telah bersumpah akan memetik hasil kebun pada pagi hari, tetapi tidak berbuat demikian", Kerana mereka tidak mensyukuri nikmat yang diberikan oleh Allah terhadap kebun mereka
012805801,"Apa yang digambarkan sebagai ""saat yang tetap berlaku"" dalam Surah Al-Haqqah?", Hari Kiamat, Waktu Solat, Hari Jumaat, Bulan Ramadhan
022805801,Kaum manakah yang disebutkan sebagai contoh orang-orang yang mendustakan Hari Kiamat?, Kaum Tsamud dan Aad, Kaum Madyan, Kaum Firaun, Kaum Bani Israil
032805801,"Bagaimana nasib kaum Tsamud, seperti yang diterangkan dalam Surah Al-Haqqah?", Dibinasakan oleh petir, Dibinasakan oleh angin ribut, Dibinasakan oleh gempa bumi, Dibinasakan oleh banjir
042805801,Bagaimana Allah membinasakan kaum Aad?, Dengan angin ribut, Dengan banjir besar, Dengan petir yang melampau dahsyat, Dengan gempa bumi
052805801,Berapa lama serangan angin ribut terhadap kaum Aad?, Tujuh malam delapan hari, Tiga hari berturut-turut, Lima hari, Satu bulan penuh
062805801,Mengapa Allah menyeksa Firaun dan orang-orang terdahulu daripadanya?, Mereka menderhaka kepada Rasul, Mereka taat kepada Allah, Mereka mencintai Rasul, Mereka membantu umat mereka
072805801,Apa yang Allah lakukan kepada orang-orang yang menderhaka kepada Rasul-Nya?, Menyeksa mereka dengan azab yang sentiasa bertambah, Memberikan pahala yang besar, Memberikan kekayaan yang berlimpah, Mengampuni mereka tanpa syarat
082805801,Apa tujuan peristiwa banjir dan bahtera Nabi Nuh diceritakan?, Sebagai pelajaran dan peringatan, Sebagai hiburan semata, Sebagai sumber hiburan, Sebagai permainan
092805801,Apa yang terjadi ketika Sangkakala ditiup?, Bumi dan gunung-ganang dihancurkan, Semua manusia lenyap, Semua manusia menjadi kaya, Semua malaikat turun ke bumi
102805801,Apa yang terjadi pada hari kiamat?, Semua manusia dipanggil ke hadapan Allah, Semua manusia tidur lena, Semua manusia menjadi malaikat, Semua manusia menerima hadiah
012805801,Apa yang diminta oleh salah seorang dari kalangan orang-orang kafir pada ayat 1 Surah Al-Maarij?, Kedatangan azab, Kedatangan seorang nabi, Kedatangan rahmat, Kedatangan bantuan malaikat
022805801,Bagaimana orang-orang kafir memandang kedatangan azab?, Mereka melihatnya sebagai sesuatu yang jauh (daripada berlaku), Mereka melihatnya sebagai sesuatu yang dekat (tetap akan berlaku), Mereka tidak memperhatikannya sama sekali, Mereka merasa gembira menyambutnya
032805801,Apa yang terjadi pada hari langit dan gunung-ganang pada Hari Kiamat?, Langit menjadi seperti tembaga cair dan gunung-ganang menjadi seperti bulu yang berterbangan, Langit menjadi seperti kaca dan gunung-ganang menjadi seperti batu, Langit menjadi gelap dan gunung-ganang menjadi hitam, Langit dan gunung-ganang tetap sama seperti sebelumnya
042805801,Siapakah yang disebutkan sebagai salah satu harapan orang kafir untuk menebus dirinya dari azab?, Anak-anak, Isteri dan saudara, Kaum kerabat, Semua makhluk di bumi
052805801,Apa yang dilakukan oleh neraka kepada orang yang memasukinya?, Membakar dan menggugurkan kulit, Menyembuhkan penyakit, Memberikan harta kekayaan, Memberi kesenangan
062805801,Apakah yang disebutkan sebagai salah satu sifat yang tidak diingini manusia?, Orang yang bakhil kedekut, Orang yang bertaubat, Orang yang banyak beramal, Orang yang dermawan
072805801,Apa yang terjadi kepada orang yang membelakangi kebenaran?, Mereka diampuni dosa-dosanya, Mereka diberi pahala yang besar, Mereka ditarik dan diseret ke dalam neraka, Mereka diselamatkan dari azab
082805801,Siapakah yang akan ditempatkan di dalam Syurga dengan diberikan penghormatan?, Mereka yang tetap memelihara sembahyangnya, Mereka yang tidak menjaga kehormatannya, Mereka yang melampaui batas, Mereka yang melanggar amanah dan janjinya
092805801,Apa yang akan dialami oleh mereka yang tidak menjaga amanah dan janjinya?, Mereka tidak patut merasa aman dari azab Tuhan, Mereka tidak tercela jika menjaga kehormatannya, Mereka akan ditempatkan di dalam Syurga dengan diberikan penghormatan, Mereka akan menjadi saksi yang benar dan adil
102805801,"Apa yang dimaksudkan dengan ""menjaga kehormatan diri"" ?", Menjaga kesucian diri dari perbuatan tercela, Menjaga kebersihan diri, Menjaga amanah dan janji, Menjaga harta benda
012805801,Apa tugas utama Nabi Nuh kepada kaumnya?, Memberi peringatan dan amaran agar mereka menghindari azab yang pedih, Mengajar mereka seni lukis, Mengajak mereka untuk berperang, Mengajar mereka tata cara berdagang
022805801,Mengapa Nabi Nuh mengadu kepada Allah?, Untuk mendapatkan bantuan dalam dakwah kepada kaumnya, Untuk meminta kekayaan, Untuk meminta kesembuhan penyakit, Untuk meminta kemenangan dalam peperangan
032805801,Apa yang dilakukan Nabi Nuh siang dan malam kepada kaumnya?, Berdakwah dan menyeru mereka kepada kebenaran, Mengadu kepada Allah, Beribadah kepada berhala, Membangun rumah untuk orang miskin
042805801,Apa yang berlaku ketika Nabi Nuh tekun berdakwah kepada kaumnya?, Mereka semakin menjauh dan melarikan diri, Mereka segera menerima Islam, Mereka bertambah kuat dalam iman, Mereka memberi sokongan kepada Nabi Nuh
052805801,Bagaimana kaum Nuh merespon dakwah baginda ketika baginda mengajak mereka untuk memohon ampun kepada Allah?, Mereka menyumbatkan telinganya dengan jari masing-masing, Mereka dengan tulus memohon ampun, Mereka dengan gembira menerima ajakan tersebut, Mereka langsung tidak memberi perhatian
062805801,Bagaimana Nabi Nuh menyampaikan dakwah kepada kaumnya?, Secara terbuka kepada ramai orang, Secara diam-diam, Dengan suara yang lemah, Hanya kepada beberapa individu tertentu
072805801,Mengapakah Nabi Nuh terus berdakwah walaupun kaumnya semakin menjauh darinya?, Kerana Nabi Nuh ingin menyelamatkan kaumnya dari azab, Kerana Nabi Nuh benci kepada kaumnya, Kerana Nabi Nuh merasa putus asa, Kerana Nabi Nuh ingin memperoleh pujian
082805801,"Apakah makna ""istighfar"" yang diajarkan oleh Nabi Nuh kepada kaumnya?", Memohon ampun kepada Allah, Mencari bantuan dari manusia, Melakukan perjalanan spiritual, Mencari kekayaan dan kemuliaan
092805801,Apakah hukuman yang diberikan kepada kaum Nuh a.s?, Banjir besar, Gempa bumi, Hujan meteor, Ribut besar
102805801,Apa yang dapat dipelajari dari reaksi kaum Nuh terhadap seruan baginda?, Bahawa kekufuran dan penentangan terhadap nabi dapat membawa bencana yang diberi oleh Allah, Pentingnya menjaga tradisi nenek moyang, Bahawa manusia boleh hidup tanpa beragama, Kebijaksanaan dalam menerima nasihat dari tokoh agama
